FeatureID,Name,Formula,Annotation_level,use_Sirius_class,kingdom,superclass,class,subclass,level 5,CID,Title_PubChem,ExactMass,MolecularFormula,InChI,InChIKey,CanonicalSMILES
FT_1.068_150.11249,Triethanolamine,C6 H15 N O3,L2.1,NA,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,7618,Triethanolamine,149.1051933,C6H15NO3,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",GSEJCLTVZPLZKY-UHFFFAOYSA-N,C(CO)N(CCO)CCO
FT_1.097_208.11789,Miglitol,C8 H17 N O5,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Piperidines,NA,NA,441314,Miglitol,207.1106726,C8H17NO5,"InChI=1S/C8H17NO5/c10-2-1-9-3-6(12)8(14)7(13)5(9)4-11/h5-8,10-14H,1-4H2/t5-,6+,7-,8-/m1/s1",IBAQFPQHRJAVAV-ULAWRXDQSA-N,C1C(C(C(C(N1CCO)CO)O)O)O
FT_1.107_527.15854,D-Raffinose,C18 H32 O16,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,439242,Raffinose,504.1690349,C18H32O16,"InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16+,17-,18+/m1/s1",MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O
FT_1.188_184.06383,Choline sulfate,C5 H13 N O4 S,L2.2,na,Organic compounds,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Sulfuric acid monoesters,"	485",Choline sulfate,NA,NA,"InChI=1S/C5H13NO4S/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3",WXCQAWGXWVRCGP-UHFFFAOYSA-N,C[N+](C)(C)CCOS(=O)(=O)[O-]
FT_1.177_180.08671,3-hydroxy-3-methylpentanedioic acid,C6 H10 O5,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Hydroxy fatty acids,1662,Meglutol,162.0528234,C6H10O5,"InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)",NPOAOTPXWNWTSH-UHFFFAOYSA-N,CC(CC(=O)O)(CC(=O)O)O
FT_1.187_183.08644,Dulcitol,C6 H14 O6,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,11850,Galactitol,182.0790382,C6H14O6,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-",FBPFZTCFMRRESA-GUCUJZIJSA-N,C(C(C(C(C(CO)O)O)O)O)O
FT_1.202_166.05326,Methionine sulfoxide,C5 H11 N O3 S,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,847,Methionine sulfoxide,165.0459644,C5H11NO3S,"InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",QEFRNWWLZKMPFJ-UHFFFAOYSA-N,CS(=O)CCC(C(=O)O)N
FT_1.228_196.06391,Triethylenephosphoramide,C6 H12 N3 O P,L2.1,NA,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Organic phosphoramides,NA,11016,Triethylenephosphoramide,173.071799,C6H12N3OP,"InChI=1S/C6H12N3OP/c10-11(7-1-2-7,8-3-4-8)9-5-6-9/h1-6H2",FYAMXEPQQLNQDM-UHFFFAOYSA-N,C1CN1P(=O)(N2CC2)N3CC3
FT_1.229_182.08459,"AMMONIUM, TRIMETHYL(3-SULFOPROPYL)-, HYDROXIDE, inner salt",C6H15NO3S,L2.3,NA,Organic compounds,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Organosulfonic acids,30837,"AMMONIUM, TRIMETHYL(3-SULFOPROPYL)-, HYDROXIDE, inner salt",181.0772645,C6H15NO3S,"InChI=1S/C6H15NO3S/c1-7(2,3)5-4-6-11(8,9)10/h4-6H2,1-3H3",WFJHXXPYPMNRPK-UHFFFAOYSA-N,C[N+](C)(C)CCCS(=O)(=O)[O-]
FT_1.236_106.04984,D-Serine,C3 H7 N O3,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,71077,D-serine,105.0425931,C3H7NO3,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m1/s1",MTCFGRXMJLQNBG-UWTATZPHSA-N,C(C(C(=O)O)N)O
FT_1.237_290.08472,(2S)-2-(3-carboxypropanamido)-6-oxoheptanedioic acid,C11H15NO8,L2.3,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,440349,(2S)-2-(3-carboxypropanamido)-6-oxoheptanedioic acid,289.0797664,C11H15NO8,"InChI=1S/C11H15NO8/c13-7(11(19)20)3-1-2-6(10(17)18)12-8(14)4-5-9(15)16/h6H,1-5H2,(H,12,14)(H,15,16)(H,17,18)(H,19,20)/t6-/m0/s1",SDVXSCSNVVZWDD-LURJTMIESA-N,C(CC(C(=O)O)NC(=O)CCC(=O)O)CC(=O)C(=O)O
FT_1.242_452.13762,O-(2-O-Mannopyranosyl-mannopyranosyl)serine,C15H27NO13,L2.3,NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,132725,O-(2-O-Mannopyranosyl-mannopyranosyl)serine,429.1482399,C15H27NO13,"InChI=1S/C15H27NO13/c16-4(13(24)25)3-26-15-12(10(22)8(20)6(2-18)28-15)29-14-11(23)9(21)7(19)5(1-17)27-14/h4-12,14-15,17-23H,1-3,16H2,(H,24,25)/t4-,5+,6+,7+,8+,9-,10-,11-,12-,14?,15?/m0/s1",FHFACMITEBPXDJ-CJWUELSBSA-N,C(C1C(C(C(C(O1)OC2C(C(C(OC2OCC(C(=O)O)N)CO)O)O)O)O)O)O
FT_1.251_162.07613,2-Aminoadipic acid,C6 H11 N O4,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,469,2-Aminohexanedioic acid,161.0688078,C6H11NO4,"InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)",OYIFNHCXNCRBQI-UHFFFAOYSA-N,C(CC(C(=O)O)N)CC(=O)O
FT_1.210_275.19660,(2S)-6-(ethylamino)-2-[(2-methylpropan-2-yl)oxycarbonylamino]hexanoic acid,C13 H26 N2 O4,L2.2,na,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,"	59408614",(2S)-6-(ethylamino)-2-[(2-methylpropan-2-yl)oxycarbonylamino]hexanoic acid,NA,NA,"InChI=1S/C13H26N2O4/c1-5-14-9-7-6-8-10(11(16)17)15-12(18)19-13(2,3)4/h10,14H,5-9H2,1-4H3,(H,15,18)(H,16,17)/t10-/m0/s1",QYWGEDAIMDKLCZ-JTQLQIEISA-N,CCNCCCC[C@@H](C(=O)O)NC(=O)OC(C)(C)C
FT_1.224_363.16189,"2-[(5,7-dihydroxy-4,7-dimethyl-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-1-yl)oxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",C16 H26 O9,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Iridoid O-glycosides,NA,NA,NA,C16H26O9,"InChI=1S/C16H26O9/c1-6-5-23-14(10-9(6)7(18)3-16(10,2)22)25-15-13(21)12(20)11(19)8(4-17)24-15/h5,7-15,17-22H,3-4H2,1-2H3",PEOHBNHNHNTZQG-UHFFFAOYSA-N,CC1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1C(O)CC2(C)O
FT_1.295_173.09210,Prolylglycine,C7 H12 N2 O3,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,6426709,Prolylglycine,172.0847923,C7H12N2O3,"InChI=1S/C7H12N2O3/c10-6(11)4-9-7(12)5-2-1-3-8-5/h5,8H,1-4H2,(H,9,12)(H,10,11)/t5-/m0/s1",RNKSNIBMTUYWSH-YFKPBYRVSA-N,C1CC(NC1)C(=O)NCC(=O)O
FT_1.309_127.03898,Phloroglucinol,C6 H6 O3,L2.1,NA,Organic compounds,Benzenoids,Phenols,Benzenetriols and derivatives,Phloroglucinols and derivatives,359,Phloroglucinol,126.031694,C6H6O3,"InChI=1S/C6H6O3/c7-4-1-5(8)3-6(9)2-4/h1-3,7-9H",QCDYQQDYXPDABM-UHFFFAOYSA-N,C1=C(C=C(C=C1O)O)O
FT_1.333_132.10188,Methylbetain,C6H13NO2,L2.2,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,11355498,Methylbetain,131.0946287,C6H13NO2,"InChI=1S/C6H13NO2/c1-5(6(8)9)7(2,3)4/h5H,1-4H3",CJKONRHMUGBAQI-UHFFFAOYSA-N,CC(C(=O)[O-])[N+](C)(C)C
FT_1.337_527.15849,D-Raffinose,C18 H32 O16,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,439242,Raffinose,504.1690349,C18H32O16,"InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16+,17-,18+/m1/s1",MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O
FT_1.363_244.07918,DeazaUrd,C10H13NO6,L2.3,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,277822,DeazaUrd,243.0742871,C10H13NO6,"InChI=1S/C10H13NO6/c12-4-6-8(15)9(16)10(17-6)11-2-1-5(13)3-7(11)14/h1-2,6,8-10,12,15-16H,3-4H2",WIRVQQCUKDPURA-UHFFFAOYSA-N,C1C(=O)C=CN(C1=O)C2C(C(C(O2)CO)O)O
FT_1.366_439.14234,Kotanin,C24H22O8,L2.3,NA,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,NA,NA,34059,Kotanin,438.1314677,C24H22O8,"InChI=1S/C24H22O8/c1-11-7-13(27-3)21(23-19(11)15(29-5)9-17(25)31-23)22-14(28-4)8-12(2)20-16(30-6)10-18(26)32-24(20)22/h7-10H,1-6H3",CSJOUDOXDHMIAH-UHFFFAOYSA-N,CC1=CC(=C(C2=C1C(=CC(=O)O2)OC)C3=C(C=C(C4=C3OC(=O)C=C4OC)C)OC)OC
FT_1.380_176.09175,alpha-aminopimelate,C7H12NO4,L2.3,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,25202810,2-Aminopimelate,174.0766329,C7H12NO4-,"InChI=1S/C7H13NO4/c8-5(7(11)12)3-1-2-4-6(9)10/h5H,1-4,8H2,(H,9,10)(H,11,12)/p-1",JUQLUIFNNFIIKC-UHFFFAOYSA-M,C(CCC(=O)[O-])CC(C(=O)[O-])[NH3+]
FT_1.395_130.08623,Pipecolic acid,C6 H11 N O2,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,849,Pipecolic acid,129.0789786,C6H11NO2,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)",HXEACLLIILLPRG-UHFFFAOYSA-N,C1CCNC(C1)C(=O)O
FT_1.395_384.15018,N-Acetyl-D-lactosamine,C14 H25 N O11,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Aminosaccharides,9800166,N-Acetyl-D-lactosamine,383.1427606,C14H25NO11,"InChI=1S/C14H25NO11/c1-4(18)15-7-9(20)12(6(3-17)24-13(7)23)26-14-11(22)10(21)8(19)5(2-16)25-14/h5-14,16-17,19-23H,2-3H2,1H3,(H,15,18)/t5-,6-,7-,8+,9-,10+,11-,12-,13?,14+/m1/s1",KFEUJDWYNGMDBV-RPHKZZMBSA-N,CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)O)O
FT_1.401_689.21129,Maltotetraose,C24 H42 O21,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,439639,Maltotetraose,666.2218583,C24H42O21,"InChI=1S/C24H42O21/c25-1-5-9(29)10(30)15(35)22(40-5)44-19-7(3-27)42-24(17(37)12(19)32)45-20-8(4-28)41-23(16(36)13(20)33)43-18-6(2-26)39-21(38)14(34)11(18)31/h5-38H,1-4H2/t5-,6-,7-,8-,9-,10+,11-,12-,13-,14-,15-,16-,17-,18-,19-,20-,21?,22-,23-,24-/m1/s1",LUEWUZLMQUOBSB-AYQJAVFRSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O
FT_1.411_187.10776,L-Alanyl-L-proline,C8 H14 N2 O3,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,83525,L-Alanyl-L-proline,186.1004423,C8H14N2O3,"InChI=1S/C8H14N2O3/c1-5(9)7(11)10-4-2-3-6(10)8(12)13/h5-6H,2-4,9H2,1H3,(H,12,13)/t5-,6-/m0/s1",WPWUFUBLGADILS-WDSKDSINSA-N,CC(C(=O)N1CCCC1C(=O)O)N
FT_1.411_527.15849,D-Raffinose,C18 H32 O16,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,439242,Raffinose,504.1690349,C18H32O16,"InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16+,17-,18+/m1/s1",MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O
FT_1.412_210.07978,4-Morpholinepropanesulfonic acid,C7 H15 N O4 S,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Oxazinanes,Morpholines,NA,70807,3[N-Morpholino]propane sulfonic acid,209.0721791,C7H15NO4S,"InChI=1S/C7H15NO4S/c9-13(10,11)7-1-2-8-3-5-12-6-4-8/h1-7H2,(H,9,10,11)",DVLFYONBTKHTER-UHFFFAOYSA-N,C1COCCN1CCCS(=O)(=O)O
FT_1.418_127.03894,Pyrogallol,C6 H6 O3,L2.1,NA,Organic compounds,Benzenoids,Phenols,Benzenetriols and derivatives,Pyrogallols and derivatives,1057,Pyrogallol,126.031694,C6H6O3,"InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H",WQGWDDDVZFFDIG-UHFFFAOYSA-N,C1=CC(=C(C(=C1)O)O)O
FT_1.418_144.10191,DL-Stachydrine,C7 H13 N O2,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,555,"1,1-Dimethylpyrrolidin-1-ium-2-carboxylic acid",144.1024537,C7H14NO2+,"InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/p+1",CMUNUTVVOOHQPW-UHFFFAOYSA-O,C[N+]1(CCCC1C(=O)O)C
FT_1.419_230.09584,L-Ergothioneine,C9 H15 N3 O2 S,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,5351619,Ergothioneine,229.0884979,C9H15N3O2S,"InChI=1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)/t7-/m0/s1",SSISHJJTAXXQAX-ZETCQYMHSA-N,C[N+](C)(C)C(CC1=CNC(=S)N1)C(=O)[O-]
FT_1.420_246.14481,Gln-Val,C10H19N3O4,L2.3,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,57262456,Gln-Val,245.1375561,C10H19N3O4,"InChI=1S/C10H19N3O4/c1-5(2)8(10(16)17)13-9(15)6(11)3-4-7(12)14/h5-6,8H,3-4,11H2,1-2H3,(H2,12,14)(H,13,15)(H,16,17)/t6-,8-/m0/s1",MRVYVEQPNDSWLH-XPUUQOCRSA-N,CC(C)C(C(=O)O)NC(=O)C(CCC(=O)N)N
FT_1.421_252.14412,Prosulfocarb,C14 H21 N O S,L2.1,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,NA,NA,62020,Prosulfocarb,251.1343855,C14H21NOS,"InChI=1S/C14H21NOS/c1-3-10-15(11-4-2)14(16)17-12-13-8-6-5-7-9-13/h5-9H,3-4,10-12H2,1-2H3",NQLVQOSNDJXLKG-UHFFFAOYSA-N,CCCN(CCC)C(=O)SCC1=CC=CC=C1
FT_1.422_231.09760,Pro-Asp,C9H14N2O5,L2.2,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,3838871,Pro-Asp,230.0902716,C9H14N2O5,"InChI=1S/C9H14N2O5/c12-7(13)4-6(9(15)16)11-8(14)5-2-1-3-10-5/h5-6,10H,1-4H2,(H,11,14)(H,12,13)(H,15,16)",GLEOIKLQBZNKJZ-UHFFFAOYSA-N,C1CC(NC1)C(=O)NC(CC(=O)O)C(=O)O
FT_1.257_278.08058,NP-019509,C15 H13 N O3,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,75411933,Compound NP-019509,NA,C15H13NO3,"InChI=1S/C15H13NO3/c17-13-14(18)16-12-9-5-4-8-11(12)15(13,19)10-6-2-1-3-7-10/h1-9,13,17,19H,(H,16,18)",ICAOEYXCZNNQNW-UHFFFAOYSA-N,C1=CC=C(C=C1)C2(C(C(=O)NC3=CC=CC=C32)O)O
FT_1.694_347.09500,Methyl 6-O-galloyl-b-D-glucopyranoside,C14H18O10,L2.3,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,78385296,Methyl 6-O-galloyl-b-D-glucopyranoside,346.0899968,C14H18O10,"InChI=1S/C14H18O10/c1-22-14-12(20)11(19)10(18)8(24-14)4-23-13(21)5-2-6(15)9(17)7(16)3-5/h2-3,8,10-12,14-20H,4H2,1H3",FNCIIGZVDLRIDE-UHFFFAOYSA-N,COC1C(C(C(C(O1)COC(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O
FT_1.280_146.08119,NP-022231,C6 H13 N O4,L2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_1.722_187.10773,L-Alanyl-L-proline,C8 H14 N2 O3,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,83525,L-Alanyl-L-proline,186.1004423,C8H14N2O3,"InChI=1S/C8H14N2O3/c1-5(9)7(11)10-4-2-3-6(10)8(12)13/h5-6H,2-4,9H2,1H3,(H,12,13)/t5-,6-/m0/s1",WPWUFUBLGADILS-WDSKDSINSA-N,CC(C(=O)N1CCCC1C(=O)O)N
FT_1.745_204.12300,Acetylcarnitine,C9H17NO4,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,1,Acetyl-DL-carnitine,203.115758,C9H17NO4,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3",RDHQFKQIGNGIED-UHFFFAOYSA-N,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
FT_1.759_288.11903,Clavamycin E,C11H17N3O6,L2.3,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,46173893,Clavamycin E,287.1117353,C11H17N3O6,"InChI=1S/C11H17N3O6/c1-4(12)10(17)13-8(11(18)19)9(16)5-3-14-6(15)2-7(14)20-5/h4-5,7-9,16H,2-3,12H2,1H3,(H,13,17)(H,18,19)/t4-,5+,7-,8-,9?/m0/s1",HYVUCUGHACXFFU-NQIQCGANSA-N,CC(C(=O)NC(C(C1CN2C(O1)CC2=O)O)C(=O)O)N
FT_1.774_469.09629,Neocretanin,C20H20O13,L2.3,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,131752605,Neocretanin,468.0903907,C20H20O13,"InChI=1S/C20H20O13/c21-5-7-1-11(24)18(12(25)2-7)33-20-17(29)16(28)15(27)13(32-20)6-31-19(30)8-3-9(22)14(26)10(23)4-8/h1-5,13,15-17,20,22-29H,6H2",QNCVLUMAFVDLOF-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)OC2C(C(C(C(O2)COC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O)O)C=O
FT_1.776_453.12153,Nuezhenidic acid,C17H24O14,L2.3,NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,NA,134715173,Nuezhenidic acid,452.1166054,C17H24O14,"InChI=1S/C17H24O14/c1-28-14(26)6-5-29-16(17(27,3-10(21)22)7(6)2-9(19)20)31-15-13(25)12(24)11(23)8(4-18)30-15/h5,7-8,11-13,15-16,18,23-25,27H,2-4H2,1H3,(H,19,20)(H,21,22)/t7-,8-,11-,12+,13-,15+,16+,17+/m1/s1",ZGRZULFRVWCUPF-APYHETFTSA-N,COC(=O)C1=COC(C(C1CC(=O)O)(CC(=O)O)O)OC2C(C(C(C(O2)CO)O)O)O
FT_1.822_277.10307,gamma-Glutamylglutamate,C10 H16 N2 O7,L2.1,NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,92865,gamma-Glutamylglutamate,276.0957509,C10H16N2O7,"InChI=1S/C10H16N2O7/c11-5(9(16)17)1-3-7(13)12-6(10(18)19)2-4-8(14)15/h5-6H,1-4,11H2,(H,12,13)(H,14,15)(H,16,17)(H,18,19)/t5-,6-/m0/s1",OWQDWQKWSLFFFR-WDSKDSINSA-N,C(CC(=O)NC(CCC(=O)O)C(=O)O)C(C(=O)O)N
FT_1.975_112.05049,Cytosine,C4 H5 N3 O,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones,597,Cytosine,111.0432618,C4H5N3O,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",OPTASPLRGRRNAP-UHFFFAOYSA-N,C1=C(NC(=O)N=C1)N
FT_10.064_211.13043,Jasmonic acid,C12 H18 O3,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,5281166,Jasmonic Acid,210.1255944,C12H18O3,"InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)/b4-3-/t9-,10-/m1/s1",ZNJFBWYDHIGLCU-HWKXXFMVSA-N,CCC=CCC1C(CCC1=O)CC(=O)O
FT_10.353_211.13040,Jasmonic acid,C12 H18 O3,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Jasmonic acids,5281166,Jasmonic Acid,210.1255944,C12H18O3,"InChI=1S/C12H18O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h3-4,9-10H,2,5-8H2,1H3,(H,14,15)/b4-3-/t9-,10-/m1/s1",ZNJFBWYDHIGLCU-HWKXXFMVSA-N,CCC=CCC1C(CCC1=O)CC(=O)O
FT_1.386_218.14992,(2S)-2-amino-6-[[(2S)-2-aminopropanoyl]amino]hexanoic acid,C9 H19 N3 O3,L2.3,na,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,73659214,(2S)-2-amino-6-[[(2S)-2-aminopropanoyl]amino]hexanoic acid,NA,C9H19N3O3,"InChI=1S/C9H19N3O3/c1-6(10)8(13)12-5-3-2-4-7(11)9(14)15/h6-7H,2-5,10-11H2,1H3,(H,12,13)(H,14,15)/t6-,7-/m0/s1",YHNYPCPFYNAKLR-BQBZGAKWSA-N,C[C@@H](C(=O)NCCCC[C@@H](C(=O)O)N)N
FT_10.540_123.11677,"1,2,3,4-Tetramethyl-1,3-cyclopentadiene",C9 H14,L2.1,NA,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons,NA,138163,"1,2,3,4-Tetramethylcyclopenta-1,3-diene",122.1095504,C9H14,"InChI=1S/C9H14/c1-6-5-7(2)9(4)8(6)3/h5H2,1-4H3",VNPQQEYMXYCAEZ-UHFFFAOYSA-N,CC1=C(C(=C(C1)C)C)C
FT_10.540_169.12233,10-HDA,C10 H18 O3,L2.1,NA,Organic compounds,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,NA,5312738,10-Hydroxy-2-decenoic acid,186.1255944,C10H18O3,"InChI=1S/C10H18O3/c11-9-7-5-3-1-2-4-6-8-10(12)13/h6,8,11H,1-5,7,9H2,(H,12,13)/b8-6+",QHBZHVUGQROELI-SOFGYWHQSA-N,C(CCCC=CC(=O)O)CCCO
FT_10.608_223.06001,"(3R,4S)-4,6,8-Trihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O6,L2.1,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,25774975,Lignicol,240.0633881,C11H12O6,"InChI=1S/C11H12O6/c1-4-8(13)5-3-6(12)10(16-2)9(14)7(5)11(15)17-4/h3-4,8,12-14H,1-2H3/t4-,8-/m1/s1",ZLLQQKITWRWKTD-SPGJFGJESA-N,CC1C(C2=CC(=C(C(=C2C(=O)O1)O)OC)O)O
